"Hugo_Symbol","Low","High","pval","or","ci.up","ci.low","adjPval"
"COL6A6",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"CTNNA3",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"CUL9",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"CUX1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"DHX29",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"DISP3",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"DLG2",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"DOP1B",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"DPP6",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"DSEL",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"E4F1",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"EGR1",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"ELP1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"EPB41L3",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"EPHA2",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"EVPL",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"FRYL",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"FZD6",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"GDF2",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"GRIN2A",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"GRM2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"GRM7",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"HIRA",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"HLA-B",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"HYDIN",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"INSR",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"INTS1",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"KANK2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"KAT6A",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"KCNC3",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"KCNQ2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"KDM6B",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"KIAA1217",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"KIDINS220",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"LARP4B",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"LIPE",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"LRRIQ1",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"LRRK1",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"MAP3K5",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"MED12",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"MED12L",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"MIA3",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"MON1B",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"MPDZ",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"MROH1",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"MTUS2",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"MYBPC3",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"MYH7",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"MYO16",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"MYO18B",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"NAV2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"NOM1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"NOS3",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"NRIP1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"NUP214",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"OR6K2",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"OTOGL",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PANX2",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PAX6",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PCDH15",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PCDH19",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
