"ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","chromosome_name","abslogfold"
"ENSG00000007047",1082.78698258789,0.773266843161312,0.879181246910207,0.879530638169182,0.379113628481627,0.99998225410374,"MARK4","19",0.773266843161312
"ENSG00000007062",4921.0041948076,-0.0374554659976733,1.22444386797517,-0.030589777920659,0.975596694373943,0.99998225410374,"PROM1","4",0.0374554659976733
"ENSG00000007080",2873.80901843799,0.866374843307974,0.859743234120102,1.00771347644818,0.313592033457069,0.99998225410374,"CCDC124","19",0.866374843307974
"ENSG00000007129",43.9466079961875,-0.884504175673301,1.4605506675963,-0.605596365327724,0.544782816506678,0.99998225410374,"CEACAM21","19",0.884504175673301
"ENSG00000007168",3887.71463423431,-0.228590303802525,0.825375007530994,-0.276953265748043,0.781815991453224,0.99998225410374,"PAFAH1B1","17",0.228590303802525
"ENSG00000007171",5545.47375771892,-0.367411086951339,0.984299806319141,-0.373271522144558,0.708946369307382,0.99998225410374,"NOS2","17",0.367411086951339
"ENSG00000007202",5494.1632693477,-0.242881656272914,0.851866338922802,-0.285117095458945,0.775554433117779,0.99998225410374,"BLTP2","17",0.242881656272914
"ENSG00000007216",168.247210120434,-7.94567432389144,1.76810095958501,-4.49390306634773,6.99294696315189e-06,0.0013659291517002,"SLC13A2","17",7.94567432389144
"ENSG00000007237",558.003953858544,-0.880947105302114,1.35057618009546,-0.652275020310108,0.514223771535777,0.99998225410374,"GAS7","17",0.880947105302114
"ENSG00000007255",1074.5123372658,-1.99592375984034,0.868975083225271,-2.2968711052477,0.0216261237636029,0.472940765105051,"TRAPPC6A","19",1.99592375984034
"ENSG00000007264",132.148978098742,0.181396551450664,1.3204499769447,0.137374799968103,0.890734548896644,0.99998225410374,"MATK","19",0.181396551450664
"ENSG00000007306",3343.42646763752,-5.8932642258061,3.27760445683016,-1.79804009404649,0.0721706543187416,0.856136216069599,"CEACAM7","19",5.8932642258061
"ENSG00000007312",52.7730107691212,-1.98046378783078,1.68585529237527,-1.17475313378791,0.240093495062899,0.99998225410374,"CD79B","17",1.98046378783078
"ENSG00000007341",378.681267852945,-0.277682961289164,0.939379142901777,-0.295602647117958,0.767533551829715,0.99998225410374,"ST7L","1",0.277682961289164
"ENSG00000007376",1652.88809462004,0.312759992287385,0.933542907871406,0.33502476388634,0.737606405751267,0.99998225410374,"RPUSD1","16",0.312759992287385
"ENSG00000007384",1482.64425572233,1.96839094003432,0.838103223724746,2.34862590229195,0.0188428276614906,0.4412943697742,"RHBDF1","16",1.96839094003432
"ENSG00000007392",1395.61043560932,1.07388684132187,0.835102273767053,1.28593451970582,0.19846591512694,0.99998225410374,"LUC7L","16",1.07388684132187
"ENSG00000007402",316.954925376207,-1.62159299084711,1.37592090352485,-1.17855102476668,0.238577003131357,0.99998225410374,"CACNA2D2","3",1.62159299084711
