"Beta","CI_L","CI_H","pval","study","name","SampleID"
-0.116263018265507,-0.414408685334645,0.181882648803631,0.444691292641894,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","LINDANE","P1E5"
-0.494767252624289,-0.815738337198461,-0.173796168050116,0.00251753869392675,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm2_5","P1E5"
0.0270979911293074,-0.259813013318837,0.314008995577452,0.853140050187924,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","birthweight","P1E5"
-0.216504188905236,-0.504857837534468,0.0718494597239965,0.141129690735628,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","smoking","P1E5"
-0.324644842914651,-0.648589527601742,-0.00070015822756031,0.0495068848559713,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","A_2_4_D","P1E5"
0.0353367729675318,-0.264843725313074,0.335517271248138,0.817529338347133,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","AHEI","P1E5"
0.000306088070210829,-0.295522833825385,0.296135009965806,0.998381943705306,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MALATHION","P1E5"
-0.219277542841758,-0.518296140793735,0.0797410551102188,0.150635945406194,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","Obesity","P1E5"
-0.00929638410108732,-0.293359320131442,0.274766551929267,0.948856561955321,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","Alcohol","P1E5"
-0.131480546467305,-0.425501662283415,0.162540569348806,0.380781142645366,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","METOLACHLOR","P1E5"
0.146642070211868,-0.171659096606963,0.464943237030699,0.3665472002779,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","ACETOCHLOR","P1E5"
-0.508820415755918,-0.827940957445198,-0.189699874066638,0.00177770974969401,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm10","P1E5"
-0.0329012073797819,-0.333705352943489,0.267902938183925,0.83025387657201,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MDS","P1E5"
-0.0780124970889903,-0.378342348173184,0.222317353995203,0.610673362765393,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","TOXAPHENE","P1E5"
0.01811753253805,-0.326146263075829,0.362381328151929,0.917846456540817,"EMTAB3027,EMTAB7036,GSE101764,GSE39958,GSE42752,GSE77954,READ","DDT","P1E5"
0.33584505783988,0.0427427153921541,0.628947400287605,0.0247179195104836,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MESOTRIONE","F01"
0.000122808301567293,-0.307894453468201,0.308140070071335,0.999376493798054,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MALATHION","F01"
-0.229626811620971,-0.500809767160739,0.0415561439187958,0.0969912014017208,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","NO2","F01"
-0.252130329641345,-0.588416818617245,0.0841561593345554,0.141702565479229,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","HEPTACHLOR","F01"
0.514510885008196,0.213650373759555,0.815371396256837,0.000802894023918977,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","PICLORAM","F01"
-0.427111002205121,-0.72435503776513,-0.129866966645113,0.00485834318573337,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","smoking","F01"
0.0760894509055497,-0.231503381356708,0.383682283167807,0.627791519225843,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","ACETOCHLOR","F01"
-0.368300664748585,-0.683105936736934,-0.0534953927602356,0.0218466242838719,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm2_5","F01"
-0.303135585868197,-0.613942342891146,0.00767117115475108,0.0559289095008852,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","METOLACHLOR","F01"
0.307256311143352,0.0129831238002825,0.601529498486422,0.0407134733305638,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MESOTRIONE","F005"
-0.0183586472352054,-0.31624096996657,0.27952367549616,0.903854494858197,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","HEPTACHLOR","F005"
-0.228987618836233,-0.500199948154838,0.0422247104823729,0.0979610913326165,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","NO2","F005"
0.514867608031665,0.214810917719634,0.814924298343697,0.000770712174701485,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","PICLORAM","F005"
0.369287639569159,-0.174760969196209,0.913336248334528,0.183393654384616,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,READ","PCB","F005"
-0.274977639609174,-0.584344571687034,0.0343892924686864,0.0814920007030027,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","BMI","F005"
-0.426717918909716,-0.72390845762981,-0.129527380189622,0.0048899748068186,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","smoking","F005"
0.119240020502601,-0.187459702715766,0.425939743720968,0.446058142608162,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","Obesity","F005"
-0.0357476213262579,-0.341785308727595,0.270290066075079,0.818916103779635,"EMTAB3027,EMTAB7036,GSE101764,GSE39958,GSE42752,GSE77954,READ","ACETOCHLOR","F005"
-0.496998344413782,-0.812976399801177,-0.181020289026387,0.00205059200619205,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm10","F005"
-0.118699577248974,-0.412573115713622,0.175173961215674,0.428560993986923,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm2_5","F005"
0.195762676015993,-0.105707915954244,0.49723326798623,0.203117249966419,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MESOTRIONE","F001"
-0.179027403078077,-0.46235083898438,0.104296032828227,0.215542249068152,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","NO2","F001"
-0.0321205440874279,-0.341447044957804,0.277205956782948,0.838726138725398,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","Obesity","F001"
-0.284424399537191,-0.593340194526753,0.0244913954523708,0.0711412847355821,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","BMI","F001"
-0.332851990770412,-0.626001006503813,-0.0397029750370108,0.02605346075574,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","smoking","F001"
-0.439296528071239,-0.755747748842435,-0.122845307300042,0.00651211042849544,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm2_5","F001"
-0.304898618541592,-0.682342026675527,0.072544789592343,0.113362662043739,"EMTAB3027,EMTAB7036,GSE101764,GSE39958,GSE42752,GSE77954,READ","pm10","F001"
0.179693139044289,-0.408521000092855,0.767907278181433,0.549340896205349,"EMTAB7036,GSE101764,GSE39958,GSE42752,READ","PCB","F001"
