"Pesticide1","Pesticide2","SES_Variable","SES_P_value","Significant"
"XFENBUCONAZOLE","XESFENVALERATE","home_value",0.141690310685371,FALSE
"XFENBUCONAZOLE","XESFENVALERATE","rent",0.303962805540025,FALSE
"XFENBUCONAZOLE","XESFENVALERATE","Poverty_150",0.00143444616852194,TRUE
"XFENBUCONAZOLE","XESFENVALERATE","Unemployed",0.71943655831292,FALSE
"XFENBUCONAZOLE","XESFENVALERATE","Working_class",0.256103822377607,FALSE
"XFENBUCONAZOLE","XFLUMIOXAZIN","Education.index",0.00745689844633134,TRUE
"XFENBUCONAZOLE","XFLUMIOXAZIN","Income",0.288153241472885,FALSE
"XFENBUCONAZOLE","XFLUMIOXAZIN","home_value",0.10343100244442,FALSE
"XFENBUCONAZOLE","XFLUMIOXAZIN","rent",0.139152376150808,FALSE
"XFENBUCONAZOLE","XFLUMIOXAZIN","Poverty_150",0.0643416808886356,FALSE
"XFENBUCONAZOLE","XFLUMIOXAZIN","Unemployed",0.0369597182149279,TRUE
"XFENBUCONAZOLE","XFLUMIOXAZIN","Working_class",0.245651609661268,FALSE
"XFENBUCONAZOLE","XGLYPHOSATE","Education.index",0.0139010090216903,TRUE
"XFENBUCONAZOLE","XGLYPHOSATE","Income",0.123061894683167,FALSE
"XFENBUCONAZOLE","XGLYPHOSATE","home_value",0.154975640250465,FALSE
"XFENBUCONAZOLE","XGLYPHOSATE","rent",0.338049036231407,FALSE
"XFENBUCONAZOLE","XGLYPHOSATE","Poverty_150",0.00144448355551419,TRUE
"XFENBUCONAZOLE","XGLYPHOSATE","Unemployed",0.595579388631723,FALSE
"XFENBUCONAZOLE","XGLYPHOSATE","Working_class",0.311865233863321,FALSE
"XFENBUCONAZOLE","XIMIDACLOPRID","Education.index",0.00896715355156847,TRUE
"XFENBUCONAZOLE","XIMIDACLOPRID","Income",0.0961443266094695,FALSE
"XFENBUCONAZOLE","XIMIDACLOPRID","home_value",0.127551452751736,FALSE
"XFENBUCONAZOLE","XIMIDACLOPRID","rent",0.276984730250542,FALSE
"XFENBUCONAZOLE","XIMIDACLOPRID","Poverty_150",0.000982679091083282,TRUE
"XFENBUCONAZOLE","XIMIDACLOPRID","Unemployed",0.594997431547013,FALSE
"XFENBUCONAZOLE","XIMIDACLOPRID","Working_class",0.232481748532415,FALSE
"XFENBUCONAZOLE","XNICOSULFURON","Education.index",0.0200929766663856,TRUE
"XFENBUCONAZOLE","XNICOSULFURON","Income",0.0260342186858609,TRUE
"XFENBUCONAZOLE","XNICOSULFURON","home_value",0.046820522765482,TRUE
"XFENBUCONAZOLE","XNICOSULFURON","rent",0.103442945586401,FALSE
"XFENBUCONAZOLE","XNICOSULFURON","Poverty_150",0.00166756113876553,TRUE
"XFENBUCONAZOLE","XNICOSULFURON","Unemployed",0.686837065688554,FALSE
"XFENBUCONAZOLE","XNICOSULFURON","Working_class",0.18141237910237,FALSE
"XFENBUCONAZOLE","XPICLORAM","Education.index",0.00314308120576779,TRUE
"XFENBUCONAZOLE","XPICLORAM","Income",0.173059595727618,FALSE
"XFENBUCONAZOLE","XPICLORAM","home_value",0.0353711223887338,TRUE
"XFENBUCONAZOLE","XPICLORAM","rent",0.102363083857566,FALSE
"XFENBUCONAZOLE","XPICLORAM","Poverty_150",0.042150066124396,TRUE
"XFENBUCONAZOLE","XPICLORAM","Unemployed",0.734722147465313,FALSE
"XFENBUCONAZOLE","XPICLORAM","Working_class",0.190628085921821,FALSE
"XFENBUCONAZOLE","XPROPARGITE","Education.index",0.242581520246116,FALSE
"XFENBUCONAZOLE","XPROPARGITE","Income",0.906319713035701,FALSE
"XFENBUCONAZOLE","XPROPARGITE","home_value",0.496240335221047,FALSE
"XFENBUCONAZOLE","XPROPARGITE","rent",0.834844567229441,FALSE
"XFENBUCONAZOLE","XPROPARGITE","Poverty_150",0.806239858452375,FALSE
"XFENBUCONAZOLE","XPROPARGITE","Unemployed",0.714837734652732,FALSE
"XFENBUCONAZOLE","XPROPARGITE","Working_class",0.728630081545405,FALSE
"XFENBUCONAZOLE","XSIMAZINE","Education.index",0.396786630444191,FALSE
"XFENBUCONAZOLE","XSIMAZINE","Income",0.512962164751366,FALSE
"XFENBUCONAZOLE","XSIMAZINE","home_value",0.515425889035693,FALSE
"XFENBUCONAZOLE","XSIMAZINE","rent",0.982224923597424,FALSE
"XFENBUCONAZOLE","XSIMAZINE","Poverty_150",0.113024341283457,FALSE
"XFENBUCONAZOLE","XSIMAZINE","Unemployed",0.555706799927188,FALSE
"XFENBUCONAZOLE","XSIMAZINE","Working_class",0.875883429730643,FALSE
"XFENBUCONAZOLE","XTEBUPIRIMPHOS","Education.index",0.808546158506421,FALSE
"XFENBUCONAZOLE","XTEBUPIRIMPHOS","Income",0.363551130248242,FALSE
"XFENBUCONAZOLE","XTEBUPIRIMPHOS","home_value",0.610204002958442,FALSE
"XFENBUCONAZOLE","XTEBUPIRIMPHOS","rent",0.344227496312769,FALSE
"XFENBUCONAZOLE","XTEBUPIRIMPHOS","Poverty_150",0.431515305863099,FALSE
"XFENBUCONAZOLE","XTEBUPIRIMPHOS","Unemployed",0.860104758306535,FALSE
"XFENBUCONAZOLE","XTEBUPIRIMPHOS","Working_class",0.62981453457017,FALSE
"XFLUMIOXAZIN","XACETOCHLOR","Education.index",0.219692955061735,FALSE
"XFLUMIOXAZIN","XACETOCHLOR","Income",0.235797781333803,FALSE
"XFLUMIOXAZIN","XACETOCHLOR","home_value",0.496338631585524,FALSE
"XFLUMIOXAZIN","XACETOCHLOR","rent",0.089821548789452,FALSE
"XFLUMIOXAZIN","XACETOCHLOR","Poverty_150",0.0937080941070074,FALSE
"XFLUMIOXAZIN","XACETOCHLOR","Unemployed",0.170674683115722,FALSE
"XFLUMIOXAZIN","XACETOCHLOR","Working_class",0.539215117950611,FALSE
"XFLUMIOXAZIN","XATRAZINE","Education.index",0.23842868183612,FALSE
"XFLUMIOXAZIN","XATRAZINE","Income",0.243522408689288,FALSE
"XFLUMIOXAZIN","XATRAZINE","home_value",0.509334762212541,FALSE
"XFLUMIOXAZIN","XATRAZINE","rent",0.092855317621585,FALSE
"XFLUMIOXAZIN","XATRAZINE","Poverty_150",0.114951174219089,FALSE
"XFLUMIOXAZIN","XATRAZINE","Unemployed",0.198471128436875,FALSE
"XFLUMIOXAZIN","XATRAZINE","Working_class",0.557177589830495,FALSE
"XFLUMIOXAZIN","XDIAZINON","Education.index",0.376733275940869,FALSE
"XFLUMIOXAZIN","XDIAZINON","Income",0.629376802216746,FALSE
"XFLUMIOXAZIN","XDIAZINON","home_value",0.925621744338303,FALSE
"XFLUMIOXAZIN","XDIAZINON","rent",0.339210588373632,FALSE
"XFLUMIOXAZIN","XDIAZINON","Poverty_150",0.390245802916177,FALSE
"XFLUMIOXAZIN","XDIAZINON","Unemployed",0.527873359445441,FALSE
"XFLUMIOXAZIN","XDIAZINON","Working_class",0.810204266413372,FALSE
"XFLUMIOXAZIN","XESFENVALERATE","Education.index",0.246653492645483,FALSE
"XFLUMIOXAZIN","XESFENVALERATE","Income",0.235339112501036,FALSE
"XFLUMIOXAZIN","XESFENVALERATE","home_value",0.514992806399786,FALSE
"XFLUMIOXAZIN","XESFENVALERATE","rent",0.0952340049524545,FALSE
"XFLUMIOXAZIN","XESFENVALERATE","Poverty_150",0.114748435008553,FALSE
"XFLUMIOXAZIN","XESFENVALERATE","Unemployed",0.192268173576782,FALSE
"XFLUMIOXAZIN","XESFENVALERATE","Working_class",0.544675987319167,FALSE
"XFLUMIOXAZIN","XGLYPHOSATE","Education.index",0.266678601665654,FALSE
"XFLUMIOXAZIN","XGLYPHOSATE","Income",0.262414773153005,FALSE
"XFLUMIOXAZIN","XGLYPHOSATE","home_value",0.518351600202071,FALSE
"XFLUMIOXAZIN","XGLYPHOSATE","rent",0.0855342984038451,FALSE
"XFLUMIOXAZIN","XGLYPHOSATE","Poverty_150",0.1278464239337,FALSE
"XFLUMIOXAZIN","XGLYPHOSATE","Unemployed",0.21799023739977,FALSE
"XFLUMIOXAZIN","XGLYPHOSATE","Working_class",0.573935284859598,FALSE
"XFLUMIOXAZIN","XIMIDACLOPRID","Education.index",0.28781646075367,FALSE
"XFLUMIOXAZIN","XIMIDACLOPRID","Income",0.166927337424947,FALSE
"XFLUMIOXAZIN","XIMIDACLOPRID","home_value",0.359560498219973,FALSE
"XFLUMIOXAZIN","XIMIDACLOPRID","rent",0.0559028984699224,FALSE
"XFLUMIOXAZIN","XIMIDACLOPRID","Poverty_150",0.0835215809417057,FALSE
"XFLUMIOXAZIN","XIMIDACLOPRID","Unemployed",0.149578326524284,FALSE
"XFLUMIOXAZIN","XIMIDACLOPRID","Working_class",0.510014543855223,FALSE
"XFLUMIOXAZIN","XNICOSULFURON","Education.index",0.212164622240231,FALSE
"XFLUMIOXAZIN","XNICOSULFURON","Income",0.236558589231411,FALSE
"XFLUMIOXAZIN","XNICOSULFURON","home_value",0.473088307974535,FALSE
"XFLUMIOXAZIN","XNICOSULFURON","rent",0.114591643451244,FALSE
"XFLUMIOXAZIN","XNICOSULFURON","Poverty_150",0.0723161508818051,FALSE
"XFLUMIOXAZIN","XNICOSULFURON","Unemployed",0.12194944442712,FALSE
"XFLUMIOXAZIN","XNICOSULFURON","Working_class",0.524613434770791,FALSE
"XFLUMIOXAZIN","XPICLORAM","Education.index",0.24789916129249,FALSE
"XFLUMIOXAZIN","XPICLORAM","Income",0.206729042309536,FALSE
"XFLUMIOXAZIN","XPICLORAM","home_value",0.434925878047951,FALSE
"XFLUMIOXAZIN","XPICLORAM","rent",0.0749695967309924,FALSE
"XFLUMIOXAZIN","XPICLORAM","Poverty_150",0.110121358313151,FALSE
"XFLUMIOXAZIN","XPICLORAM","Unemployed",0.189525905562821,FALSE
"XFLUMIOXAZIN","XPICLORAM","Working_class",0.547042730618837,FALSE
"XFLUMIOXAZIN","XSIMAZINE","Education.index",0.188362443060975,FALSE
"XFLUMIOXAZIN","XSIMAZINE","Income",0.355977736800809,FALSE
"XFLUMIOXAZIN","XSIMAZINE","home_value",0.548590414773472,FALSE
"XFLUMIOXAZIN","XSIMAZINE","rent",0.142694359210666,FALSE
"XFLUMIOXAZIN","XSIMAZINE","Poverty_150",0.195120723882261,FALSE
"XFLUMIOXAZIN","XSIMAZINE","Unemployed",0.263140472978329,FALSE
"XFLUMIOXAZIN","XSIMAZINE","Working_class",0.501867495255876,FALSE
"XFLUMIOXAZIN","XTEBUPIRIMPHOS","Education.index",0.242873559457154,FALSE
"XFLUMIOXAZIN","XTEBUPIRIMPHOS","Income",0.305426848799755,FALSE
"XFLUMIOXAZIN","XTEBUPIRIMPHOS","home_value",0.53135386129331,FALSE
"XFLUMIOXAZIN","XTEBUPIRIMPHOS","rent",0.138370365780589,FALSE
"XFLUMIOXAZIN","XTEBUPIRIMPHOS","Poverty_150",0.068295631055552,FALSE
"XFLUMIOXAZIN","XTEBUPIRIMPHOS","Unemployed",0.110564802724432,FALSE
"XFLUMIOXAZIN","XTEBUPIRIMPHOS","Working_class",0.565127461461283,FALSE
"XGLYPHOSATE","XACETOCHLOR","Education.index",0.0949618321596227,FALSE
"XGLYPHOSATE","XACETOCHLOR","Income",0.520625669989556,FALSE
"XGLYPHOSATE","XACETOCHLOR","home_value",0.668574635907881,FALSE
"XGLYPHOSATE","XACETOCHLOR","rent",0.90775984011974,FALSE
"XGLYPHOSATE","XACETOCHLOR","Poverty_150",0.833970683389551,FALSE
"XGLYPHOSATE","XACETOCHLOR","Unemployed",0.15162209038994,FALSE
"XGLYPHOSATE","XACETOCHLOR","Working_class",0.987414764750959,FALSE
"XGLYPHOSATE","XATRAZINE","Education.index",0.00478189794693066,TRUE
"XGLYPHOSATE","XATRAZINE","Income",0.748620827737217,FALSE
"XGLYPHOSATE","XATRAZINE","home_value",0.561827947467669,FALSE
"XGLYPHOSATE","XATRAZINE","rent",0.316594948895794,FALSE
"XGLYPHOSATE","XATRAZINE","Poverty_150",0.616913510379558,FALSE
"XGLYPHOSATE","XATRAZINE","Unemployed",0.248075827922979,FALSE
"XGLYPHOSATE","XATRAZINE","Working_class",0.867814699562444,FALSE
"XGLYPHOSATE","XDIAZINON","Education.index",0.00551147495629776,TRUE
"XGLYPHOSATE","XDIAZINON","Income",0.404438840008988,FALSE
"XGLYPHOSATE","XDIAZINON","home_value",0.443171664773532,FALSE
"XGLYPHOSATE","XDIAZINON","rent",0.220744373529228,FALSE
"XGLYPHOSATE","XDIAZINON","Poverty_150",0.342064575322126,FALSE
"XGLYPHOSATE","XDIAZINON","Unemployed",0.145008351574239,FALSE
"XGLYPHOSATE","XDIAZINON","Working_class",0.946231086133021,FALSE
"XGLYPHOSATE","XESFENVALERATE","Education.index",0.00452323490659521,TRUE
"XGLYPHOSATE","XESFENVALERATE","Income",0.438222046984268,FALSE
"XGLYPHOSATE","XESFENVALERATE","home_value",0.447992420565898,FALSE
"XGLYPHOSATE","XESFENVALERATE","rent",0.155477697964876,FALSE
"XGLYPHOSATE","XESFENVALERATE","Poverty_150",0.458258610145556,FALSE
"XGLYPHOSATE","XESFENVALERATE","Unemployed",0.258291083957994,FALSE
"XGLYPHOSATE","XESFENVALERATE","Working_class",0.683966667942147,FALSE
"XGLYPHOSATE","XFENBUCONAZOLE","Education.index",0.0135100319810929,TRUE
"XGLYPHOSATE","XFENBUCONAZOLE","Income",0.0311658567104152,TRUE
"XGLYPHOSATE","XFENBUCONAZOLE","home_value",0.0734247290528387,FALSE
"XGLYPHOSATE","XFENBUCONAZOLE","rent",0.17737265674514,FALSE
"XGLYPHOSATE","XFENBUCONAZOLE","Poverty_150",0.00246827605954896,TRUE
"XGLYPHOSATE","XFENBUCONAZOLE","Unemployed",0.0940099286588138,FALSE
"XGLYPHOSATE","XFENBUCONAZOLE","Working_class",0.123009218654987,FALSE
"XGLYPHOSATE","XFLUMIOXAZIN","Education.index",0.110001264550516,FALSE
"XGLYPHOSATE","XFLUMIOXAZIN","Income",0.534504100008956,FALSE
"XGLYPHOSATE","XFLUMIOXAZIN","home_value",0.557550296055736,FALSE
"XGLYPHOSATE","XFLUMIOXAZIN","rent",0.250122376276273,FALSE
"XGLYPHOSATE","XFLUMIOXAZIN","Poverty_150",0.464327918411642,FALSE
"XGLYPHOSATE","XFLUMIOXAZIN","Unemployed",0.212752683153186,FALSE
"XGLYPHOSATE","XFLUMIOXAZIN","Working_class",0.443615379861853,FALSE
"XGLYPHOSATE","XIMIDACLOPRID","Education.index",0.0160033986954059,TRUE
"XGLYPHOSATE","XIMIDACLOPRID","Income",0.437014715825027,FALSE
"XGLYPHOSATE","XIMIDACLOPRID","home_value",0.428115055620867,FALSE
"XGLYPHOSATE","XIMIDACLOPRID","rent",0.182050031169316,FALSE
"XGLYPHOSATE","XIMIDACLOPRID","Poverty_150",0.373722533614538,FALSE
"XGLYPHOSATE","XIMIDACLOPRID","Unemployed",0.241949569661914,FALSE
"XGLYPHOSATE","XIMIDACLOPRID","Working_class",0.693806729111614,FALSE
"XGLYPHOSATE","XNICOSULFURON","Education.index",0.0200557669554198,TRUE
"XGLYPHOSATE","XNICOSULFURON","Income",0.938438128194451,FALSE
"XGLYPHOSATE","XNICOSULFURON","home_value",0.889373077579286,FALSE
"XGLYPHOSATE","XNICOSULFURON","rent",0.450036852578023,FALSE
"XGLYPHOSATE","XNICOSULFURON","Poverty_150",0.606850510933529,FALSE
"XGLYPHOSATE","XNICOSULFURON","Unemployed",0.170063803875062,FALSE
"XGLYPHOSATE","XNICOSULFURON","Working_class",0.743083671461574,FALSE
"XGLYPHOSATE","XPICLORAM","Education.index",0.0021643638823987,TRUE
"XGLYPHOSATE","XPICLORAM","Income",0.237769038863218,FALSE
"XGLYPHOSATE","XPICLORAM","home_value",0.269397870305341,FALSE
"XGLYPHOSATE","XPICLORAM","rent",0.122113291387558,FALSE
"XGLYPHOSATE","XPICLORAM","Poverty_150",0.248884066850715,FALSE
"XGLYPHOSATE","XPICLORAM","Unemployed",0.114629338386476,FALSE
"XGLYPHOSATE","XPICLORAM","Working_class",0.508163143119602,FALSE
"XGLYPHOSATE","XPROPARGITE","Education.index",0.0280579728533141,TRUE
"XGLYPHOSATE","XPROPARGITE","Income",0.651933399797923,FALSE
"XGLYPHOSATE","XPROPARGITE","home_value",0.979124040997942,FALSE
"XGLYPHOSATE","XPROPARGITE","rent",0.676857251139025,FALSE
"XGLYPHOSATE","XPROPARGITE","Poverty_150",0.259527262320788,FALSE
"XGLYPHOSATE","XPROPARGITE","Unemployed",0.025567968416384,TRUE
"XGLYPHOSATE","XPROPARGITE","Working_class",0.856316496179453,FALSE
"XGLYPHOSATE","XSIMAZINE","Education.index",0.0172213436679218,TRUE
"XGLYPHOSATE","XSIMAZINE","Income",0.832331860755667,FALSE
"XGLYPHOSATE","XSIMAZINE","home_value",0.865016931935957,FALSE
"XGLYPHOSATE","XSIMAZINE","rent",0.673987657210096,FALSE
"XGLYPHOSATE","XSIMAZINE","Poverty_150",0.705351105187858,FALSE
"XGLYPHOSATE","XSIMAZINE","Unemployed",0.227454181233178,FALSE
"XGLYPHOSATE","XSIMAZINE","Working_class",0.764483125323075,FALSE
"XGLYPHOSATE","XTEBUPIRIMPHOS","Education.index",0.0181259167840895,TRUE
"XGLYPHOSATE","XTEBUPIRIMPHOS","Income",0.264612674046227,FALSE
"XGLYPHOSATE","XTEBUPIRIMPHOS","home_value",0.279461464484108,FALSE
"XGLYPHOSATE","XTEBUPIRIMPHOS","rent",0.0315639390361687,TRUE
"XGLYPHOSATE","XTEBUPIRIMPHOS","Poverty_150",0.25301266841797,FALSE
"XGLYPHOSATE","XTEBUPIRIMPHOS","Unemployed",0.109038515233709,FALSE
"XGLYPHOSATE","XTEBUPIRIMPHOS","Working_class",0.685023275848789,FALSE
"XIMIDACLOPRID","XACETOCHLOR","Education.index",0.0433917084181912,TRUE
"XIMIDACLOPRID","XACETOCHLOR","Income",0.691471919422796,FALSE
"XIMIDACLOPRID","XACETOCHLOR","home_value",0.38122672676182,FALSE
"XIMIDACLOPRID","XACETOCHLOR","rent",0.23092677024784,FALSE
"XIMIDACLOPRID","XACETOCHLOR","Poverty_150",0.673862323941863,FALSE
"XIMIDACLOPRID","XACETOCHLOR","Unemployed",0.330907621139196,FALSE
"XIMIDACLOPRID","XACETOCHLOR","Working_class",0.558038425538603,FALSE
"XIMIDACLOPRID","XATRAZINE","Education.index",0.00526911329445538,TRUE
"XIMIDACLOPRID","XATRAZINE","Income",0.250802551761726,FALSE
"XIMIDACLOPRID","XATRAZINE","home_value",0.167380134574561,FALSE
"XIMIDACLOPRID","XATRAZINE","rent",0.0614926466265792,FALSE
"XIMIDACLOPRID","XATRAZINE","Poverty_150",0.201024229472275,FALSE
"XIMIDACLOPRID","XATRAZINE","Unemployed",0.308105846422661,FALSE
"XIMIDACLOPRID","XATRAZINE","Working_class",0.31656276993588,FALSE
"XIMIDACLOPRID","XDIAZINON","Education.index",0.00132951806319389,TRUE
"XIMIDACLOPRID","XDIAZINON","Income",0.159410269624165,FALSE
"XIMIDACLOPRID","XDIAZINON","home_value",0.0240339907659962,TRUE
"XIMIDACLOPRID","XDIAZINON","rent",0.00680379380590379,TRUE
"XIMIDACLOPRID","XDIAZINON","Poverty_150",0.802483369877076,FALSE
"XIMIDACLOPRID","XDIAZINON","Unemployed",0.64223766256971,FALSE
"XIMIDACLOPRID","XDIAZINON","Working_class",0.0755074624857623,FALSE
"XIMIDACLOPRID","XESFENVALERATE","Education.index",0.00165671716905516,TRUE
"XIMIDACLOPRID","XESFENVALERATE","Income",0.0772068482932818,FALSE
"XIMIDACLOPRID","XESFENVALERATE","home_value",0.0329935463178279,TRUE
"XIMIDACLOPRID","XESFENVALERATE","rent",0.00631561669261273,TRUE
"XIMIDACLOPRID","XESFENVALERATE","Poverty_150",0.363507577068465,FALSE
"XIMIDACLOPRID","XESFENVALERATE","Unemployed",0.983512350834715,FALSE
"XIMIDACLOPRID","XESFENVALERATE","Working_class",0.073685427867714,FALSE
"XIMIDACLOPRID","XFENBUCONAZOLE","Education.index",0.00817481424366642,TRUE
"XIMIDACLOPRID","XFENBUCONAZOLE","Income",0.0255831456786759,TRUE
"XIMIDACLOPRID","XFENBUCONAZOLE","home_value",0.0711209244606572,FALSE
"XIMIDACLOPRID","XFENBUCONAZOLE","rent",0.155659336698423,FALSE
"XIMIDACLOPRID","XFENBUCONAZOLE","Poverty_150",0.00108456251234153,TRUE
"XIMIDACLOPRID","XFENBUCONAZOLE","Unemployed",0.185460433957962,FALSE
"XIMIDACLOPRID","XFENBUCONAZOLE","Working_class",0.0946547778104675,FALSE
"XIMIDACLOPRID","XFLUMIOXAZIN","Education.index",0.0341605010445024,TRUE
"XIMIDACLOPRID","XFLUMIOXAZIN","Income",0.10719478941073,FALSE
"XIMIDACLOPRID","XFLUMIOXAZIN","home_value",0.0949813444237286,FALSE
"XIMIDACLOPRID","XFLUMIOXAZIN","rent",0.0283024141394433,TRUE
"XIMIDACLOPRID","XFLUMIOXAZIN","Poverty_150",0.163876100358393,FALSE
"XIMIDACLOPRID","XFLUMIOXAZIN","Unemployed",0.802245390533691,FALSE
"XIMIDACLOPRID","XFLUMIOXAZIN","Working_class",0.0527176025523949,FALSE
"XIMIDACLOPRID","XGLYPHOSATE","Education.index",0.00228834661769139,TRUE
"XIMIDACLOPRID","XGLYPHOSATE","Income",0.226226841430341,FALSE
"XIMIDACLOPRID","XGLYPHOSATE","home_value",0.15458725645709,FALSE
"XIMIDACLOPRID","XGLYPHOSATE","rent",0.0678432877916379,FALSE
"XIMIDACLOPRID","XGLYPHOSATE","Poverty_150",0.198352897817229,FALSE
"XIMIDACLOPRID","XGLYPHOSATE","Unemployed",0.250274321632556,FALSE
"XIMIDACLOPRID","XGLYPHOSATE","Working_class",0.311294556158801,FALSE
"XIMIDACLOPRID","XNICOSULFURON","Education.index",0.0109075381756778,TRUE
"XIMIDACLOPRID","XNICOSULFURON","Income",0.338726636969075,FALSE
"XIMIDACLOPRID","XNICOSULFURON","home_value",0.126375444758039,FALSE
"XIMIDACLOPRID","XNICOSULFURON","rent",0.0577901332845085,FALSE
"XIMIDACLOPRID","XNICOSULFURON","Poverty_150",0.211120070471027,FALSE
"XIMIDACLOPRID","XNICOSULFURON","Unemployed",0.30519029661084,FALSE
"XIMIDACLOPRID","XNICOSULFURON","Working_class",0.542656808253771,FALSE
"XIMIDACLOPRID","XPICLORAM","Education.index",0.0106863130687668,TRUE
"XIMIDACLOPRID","XPICLORAM","Income",0.334366249251882,FALSE
"XIMIDACLOPRID","XPICLORAM","home_value",0.126337656279409,FALSE
"XIMIDACLOPRID","XPICLORAM","rent",0.0221423238647392,TRUE
"XIMIDACLOPRID","XPICLORAM","Poverty_150",0.963408923801107,FALSE
"XIMIDACLOPRID","XPICLORAM","Unemployed",0.801206529558451,FALSE
"XIMIDACLOPRID","XPICLORAM","Working_class",0.119418484180422,FALSE
"XIMIDACLOPRID","XPROPARGITE","Education.index",0.0293740024019654,TRUE
"XIMIDACLOPRID","XPROPARGITE","Income",0.430428927654865,FALSE
"XIMIDACLOPRID","XPROPARGITE","home_value",0.843944917986231,FALSE
"XIMIDACLOPRID","XPROPARGITE","rent",0.385436543714411,FALSE
"XIMIDACLOPRID","XPROPARGITE","Poverty_150",0.13280298433187,FALSE
"XIMIDACLOPRID","XPROPARGITE","Unemployed",0.00473903558364359,TRUE
"XIMIDACLOPRID","XPROPARGITE","Working_class",0.771114131585097,FALSE
"XIMIDACLOPRID","XSIMAZINE","Education.index",0.000875812936016879,TRUE
"XIMIDACLOPRID","XSIMAZINE","Income",0.128696505448315,FALSE
"XIMIDACLOPRID","XSIMAZINE","home_value",0.0744544199732466,FALSE
"XIMIDACLOPRID","XSIMAZINE","rent",0.0212776719545209,TRUE
"XIMIDACLOPRID","XSIMAZINE","Poverty_150",0.198002492918286,FALSE
"XIMIDACLOPRID","XSIMAZINE","Unemployed",0.762373561148079,FALSE
"XIMIDACLOPRID","XSIMAZINE","Working_class",0.175771906893149,FALSE
"XIMIDACLOPRID","XTEBUPIRIMPHOS","Education.index",0.0252805772286498,TRUE
"XIMIDACLOPRID","XTEBUPIRIMPHOS","Income",0.286615679269186,FALSE
"XIMIDACLOPRID","XTEBUPIRIMPHOS","home_value",0.137598137934884,FALSE
"XIMIDACLOPRID","XTEBUPIRIMPHOS","rent",0.0374889627546809,TRUE
"XIMIDACLOPRID","XTEBUPIRIMPHOS","Poverty_150",0.232234934078898,FALSE
"XIMIDACLOPRID","XTEBUPIRIMPHOS","Unemployed",0.239918238702419,FALSE
"XIMIDACLOPRID","XTEBUPIRIMPHOS","Working_class",0.501465904431452,FALSE
"XNICOSULFURON","XACETOCHLOR","Education.index",0.284305266211472,FALSE
"XNICOSULFURON","XACETOCHLOR","Income",0.515297916107547,FALSE
"XNICOSULFURON","XACETOCHLOR","home_value",0.766569618590075,FALSE
"XNICOSULFURON","XACETOCHLOR","rent",0.854588028433027,FALSE
"XNICOSULFURON","XACETOCHLOR","Poverty_150",0.881712287306103,FALSE
"XNICOSULFURON","XACETOCHLOR","Unemployed",0.0467635987010411,TRUE
"XNICOSULFURON","XACETOCHLOR","Working_class",0.982042160143678,FALSE
"XNICOSULFURON","XATRAZINE","Education.index",0.111563213037765,FALSE
"XNICOSULFURON","XATRAZINE","Income",0.716630575582926,FALSE
"XNICOSULFURON","XATRAZINE","home_value",0.876747826014718,FALSE
"XNICOSULFURON","XATRAZINE","rent",0.651845237836885,FALSE
"XNICOSULFURON","XATRAZINE","Poverty_150",0.852803221367635,FALSE
"XNICOSULFURON","XATRAZINE","Unemployed",0.0997313555672814,FALSE
"XNICOSULFURON","XATRAZINE","Working_class",0.710862065727648,FALSE
"XNICOSULFURON","XDIAZINON","Education.index",0.0306007026046501,TRUE
"XNICOSULFURON","XDIAZINON","Income",0.880996714113815,FALSE
"XNICOSULFURON","XDIAZINON","home_value",0.551859920561951,FALSE
"XNICOSULFURON","XDIAZINON","rent",0.332044695726485,FALSE
"XNICOSULFURON","XDIAZINON","Poverty_150",0.514893210413154,FALSE
"XNICOSULFURON","XDIAZINON","Unemployed",0.137181596084576,FALSE
"XNICOSULFURON","XDIAZINON","Working_class",0.836967525293337,FALSE
"XNICOSULFURON","XESFENVALERATE","Education.index",0.0853382860019116,FALSE
"XNICOSULFURON","XESFENVALERATE","Income",0.877503672539767,FALSE
"XNICOSULFURON","XESFENVALERATE","home_value",0.89481693968798,FALSE
"XNICOSULFURON","XESFENVALERATE","rent",0.484181208589672,FALSE
"XNICOSULFURON","XESFENVALERATE","Poverty_150",0.855673871270217,FALSE
"XNICOSULFURON","XESFENVALERATE","Unemployed",0.121811721552641,FALSE
"XNICOSULFURON","XESFENVALERATE","Working_class",0.860711454728912,FALSE
"XNICOSULFURON","XFENBUCONAZOLE","Education.index",0.0175422988596019,TRUE
"XNICOSULFURON","XFENBUCONAZOLE","Income",0.0204752922784344,TRUE
"XNICOSULFURON","XFENBUCONAZOLE","home_value",0.0458911816535514,TRUE
"XNICOSULFURON","XFENBUCONAZOLE","rent",0.0834096074879557,FALSE
"XNICOSULFURON","XFENBUCONAZOLE","Poverty_150",0.00213031666117107,TRUE
"XNICOSULFURON","XFENBUCONAZOLE","Unemployed",0.246281452731916,FALSE
"XNICOSULFURON","XFENBUCONAZOLE","Working_class",0.0857977288754516,FALSE
"XNICOSULFURON","XFLUMIOXAZIN","Education.index",0.973548109475753,FALSE
"XNICOSULFURON","XFLUMIOXAZIN","Income",0.744408152119522,FALSE
"XNICOSULFURON","XFLUMIOXAZIN","home_value",0.448229934378778,FALSE
"XNICOSULFURON","XFLUMIOXAZIN","rent",0.919292540639431,FALSE
