"Pesticide1","Pesticide2","SES_Adjusted","Effect","P_value","Significant","Included_SES","N_obs","N_years","N_SC","Filter_Description"
"XESFENVALERATE","XDIAZINON","Poverty_150",0.385616093747676,0.00975009478999622,TRUE,"Poverty_150",1698,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XDIAZINON","Unemployed",0.374559268197831,0.0148488196672132,TRUE,"Unemployed",1698,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XDIAZINON","Working_class",0.350178128457683,0.0150419735753483,TRUE,"Working_class",1698,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XDIAZINON","Combined_SES",0.286106431285226,0.0433618782496627,TRUE,"Education.index, rent",1698,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","NULL",0.0917778878983143,0.623352500838165,FALSE,"None",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","NULL+Pesti2",-0.0461471752547824,0.810913254849134,FALSE,"None",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","Education.index",-0.0140698611422948,0.936737371304355,FALSE,"Education.index",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","Income",-0.0927746136775209,0.610336969899316,FALSE,"Income",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","home_value",-0.0662246109677882,0.720715200384793,FALSE,"home_value",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","rent",-0.0627730914604173,0.737369465469194,FALSE,"rent",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","Poverty_150",-0.113578059816141,0.520482715704801,FALSE,"Poverty_150",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","Unemployed",-0.0927266586447423,0.626712891590838,FALSE,"Unemployed",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","Working_class",-0.0387331638660776,0.834689507421213,FALSE,"Working_class",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFENBUCONAZOLE","Combined_SES",-0.0755971941107101,0.675644352887454,FALSE,"Education.index, Poverty_150",405,18,29,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","NULL",0.523321271377104,0.04884522572851,TRUE,"None",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","NULL+Pesti2",0.0727166628415185,0.846285145909992,FALSE,"None",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","Education.index",0.116606455029646,0.756142910972561,FALSE,"Education.index",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","Income",0.0977102945585884,0.795130878330146,FALSE,"Income",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","home_value",0.0657868908306627,0.860992129358558,FALSE,"home_value",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","rent",0.0575951105024224,0.877994353886289,FALSE,"rent",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","Poverty_150",0.0947988773490101,0.800788959536768,FALSE,"Poverty_150",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","Unemployed",0.165823664585663,0.661207309393018,FALSE,"Unemployed",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XFLUMIOXAZIN","Working_class",0.050406387052986,0.893288834771482,FALSE,"Working_class",703,12,92,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","NULL",0.445085019274502,0.000295946305952609,TRUE,"None",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","NULL+Pesti2",0.156772784526079,0.353300233361214,FALSE,"None",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","Education.index",0.152231714596336,0.359112826742763,FALSE,"Education.index",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","Income",0.197127032499143,0.257422072144608,FALSE,"Income",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","home_value",0.177071665082018,0.301118845961389,FALSE,"home_value",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","rent",0.216281112205649,0.210673354919769,FALSE,"rent",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","Poverty_150",0.183830450098071,0.28497677664756,FALSE,"Poverty_150",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","Unemployed",0.181012688392332,0.283817906653292,FALSE,"Unemployed",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","Working_class",0.171930979348423,0.315026248930279,FALSE,"Working_class",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XGLYPHOSATE","Combined_SES",0.152231714596336,0.359112826742763,FALSE,"Education.index",1961,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","NULL",0.400890991172451,0.00527772435466006,TRUE,"None",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","NULL+Pesti2",0.530524181852595,0.00280905495027819,TRUE,"None",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","Education.index",0.520758745587048,0.00258909249314785,TRUE,"Education.index",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","Income",0.568515834575499,0.00140800716375066,TRUE,"Income",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","home_value",0.510132316879805,0.00403420503008282,TRUE,"home_value",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","rent",0.498714096069087,0.00468209907435112,TRUE,"rent",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","Poverty_150",0.589694672260824,0.00157901885552709,TRUE,"Poverty_150",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","Unemployed",0.575296050154233,0.00203659974930697,TRUE,"Unemployed",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","Working_class",0.508345600384876,0.00433466079418014,TRUE,"Working_class",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XIMIDACLOPRID","Combined_SES",0.509062637399244,0.00343368126887452,TRUE,"Education.index, rent",1438,19,100,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","NULL",0.572387426689823,5.48525122990848e-05,TRUE,"None",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","NULL+Pesti2",0.234844082347792,0.228955331007436,FALSE,"None",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","Education.index",0.213204402250134,0.27117895251931,FALSE,"Education.index",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","Income",0.251740086508286,0.204001307510917,FALSE,"Income",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","home_value",0.247296305955583,0.20670444941753,FALSE,"home_value",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","rent",0.280421730212815,0.154192897980603,FALSE,"rent",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","Poverty_150",0.244210019199414,0.212739066540335,FALSE,"Poverty_150",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","Unemployed",0.234784597693309,0.228860782457226,FALSE,"Unemployed",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","Working_class",0.242908656279025,0.216122240922889,FALSE,"Working_class",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XNICOSULFURON","Combined_SES",0.213204402250134,0.27117895251931,FALSE,"Education.index",1680,21,98,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","NULL",0.448356950497783,0.000620959233196137,TRUE,"None",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","NULL+Pesti2",0.4182391292717,0.00217762574176463,TRUE,"None",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","Education.index",0.400842172810635,0.00230323096033,TRUE,"Education.index",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","Income",0.466947873272981,0.000658851611481135,TRUE,"Income",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","home_value",0.382531522745678,0.00484702686778005,TRUE,"home_value",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","rent",0.373371714872204,0.00513936035574344,TRUE,"rent",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","Poverty_150",0.448290042347865,0.00244182682069678,TRUE,"Poverty_150",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","Unemployed",0.456726615865436,0.0022482921181853,TRUE,"Unemployed",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","Working_class",0.394057364098556,0.00400404266077517,TRUE,"Working_class",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPICLORAM","Combined_SES",0.382024794028433,0.00389214457607958,TRUE,"Education.index, rent",1752,21,99,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","NULL",0.207978122019539,0.131247630428068,FALSE,"None",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","NULL+Pesti2",0.236867699769508,0.0764738945680077,FALSE,"None",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","Education.index",0.22408700770066,0.0871923043325716,FALSE,"Education.index",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","Income",0.252563250421978,0.0672525947911108,FALSE,"Income",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","home_value",0.238608041635449,0.0760787765711524,FALSE,"home_value",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","rent",0.246826830092237,0.0670699023766544,FALSE,"rent",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","Poverty_150",0.273131698448431,0.0549541963530555,FALSE,"Poverty_150",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","Unemployed",0.30372795641161,0.029470932472274,TRUE,"Unemployed",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XPROPARGITE","Working_class",0.236555553579066,0.0784674644100786,FALSE,"Working_class",1020,21,92,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","NULL",0.58202775056524,3.64489063290528e-05,TRUE,"None",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","NULL+Pesti2",0.334264445839226,0.0844522706963204,FALSE,"None",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","Education.index",0.232393497444432,0.22992983941803,FALSE,"Education.index",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","Income",0.329744981001921,0.0885942320895651,FALSE,"Income",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","home_value",0.321396358063125,0.0983510370360011,FALSE,"home_value",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","rent",0.312928927832664,0.105494264670702,FALSE,"rent",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","Poverty_150",0.32416221579666,0.096192067774286,FALSE,"Poverty_150",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","Unemployed",0.334927936883494,0.0837573754505206,FALSE,"Unemployed",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","Working_class",0.3277734387198,0.0908703561690514,FALSE,"Working_class",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XSIMAZINE","Combined_SES",0.232393497444432,0.22992983941803,FALSE,"Education.index",1719,21,100,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","NULL",0.794183771107792,9.63314460545284e-05,TRUE,"None",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","NULL+Pesti2",0.693384197983665,0.0122209627251774,TRUE,"None",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","Education.index",0.705809888487881,0.0102636806959368,TRUE,"Education.index",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","Income",0.853896528658342,0.00308837309327336,TRUE,"Income",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","home_value",0.685478819020349,0.0130888237417016,TRUE,"home_value",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","rent",0.819864441545854,0.0031570647349654,TRUE,"rent",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","Poverty_150",0.729954494547526,0.00888196876685127,TRUE,"Poverty_150",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","Unemployed",0.704549193691654,0.0109492605519308,TRUE,"Unemployed",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","Working_class",0.697958707433069,0.0116890275608339,TRUE,"Working_class",995,17,78,"SC≥10|Top5%"
"XESFENVALERATE","XTEBUPIRIMPHOS","Combined_SES",0.800849970514964,0.00435531162990637,TRUE,"Education.index, rent",995,17,78,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","NULL",0.817953400444506,0.00134644196438246,TRUE,"None",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","NULL+Pesti2",0.887417115346615,0.000913556503131814,TRUE,"None",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","Education.index",0.894683735358873,0.000458520309746926,TRUE,"Education.index",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","Income",0.722063240692263,0.0032796812899467,TRUE,"Income",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","home_value",0.808779513831619,0.00121064698315454,TRUE,"home_value",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","rent",0.832619781061185,0.00135199717782097,TRUE,"rent",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","Poverty_150",0.711646366946557,0.00167796846941198,TRUE,"Poverty_150",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","Unemployed",0.888933941289469,0.000961595307908893,TRUE,"Unemployed",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","Working_class",0.838369597396263,0.00225377198214317,TRUE,"Working_class",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XACETOCHLOR","Combined_SES",0.81435218575456,0.000737277551168519,TRUE,"Education.index, Income, Poverty_150",270,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","NULL",0.524075057209766,0.0137888418763351,TRUE,"None",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","NULL+Pesti2",0.528874790621788,0.0132588239287362,TRUE,"None",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","Education.index",0.623756192315419,0.00234786632134939,TRUE,"Education.index",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","Income",0.447553389492954,0.026890728067266,TRUE,"Income",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","home_value",0.518706729289333,0.0110953575692368,TRUE,"home_value",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","rent",0.515676665729108,0.0131383097092738,TRUE,"rent",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","Poverty_150",0.436628967137853,0.0120884643581799,TRUE,"Poverty_150",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","Unemployed",0.521704209872645,0.0140103409292268,TRUE,"Unemployed",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","Working_class",0.462965452467686,0.0299540550903002,TRUE,"Working_class",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XATRAZINE","Combined_SES",0.523537161628486,0.00909962552615738,TRUE,"Education.index, Poverty_150",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","NULL",0.443427372061595,0.0383286351378915,TRUE,"None",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","NULL+Pesti2",0.483943448505422,0.0219513021560888,TRUE,"None",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","Education.index",0.599830553168269,0.00399420680689555,TRUE,"Education.index",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","Income",0.43060959086253,0.0386777808862094,TRUE,"Income",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","home_value",0.486957060836992,0.0198816990082156,TRUE,"home_value",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","rent",0.481817368113158,0.0204076643356963,TRUE,"rent",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","Poverty_150",0.418473623793552,0.0302539545969329,TRUE,"Poverty_150",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","Unemployed",0.487212359831149,0.0224686332092693,TRUE,"Unemployed",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","Working_class",0.428105124797878,0.0436791558457535,TRUE,"Working_class",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XDIAZINON","Combined_SES",0.539476599834611,0.0123220192911344,TRUE,"Education.index, Poverty_150",330,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","NULL",0.502097386195829,0.0175567756890396,TRUE,"None",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","NULL+Pesti2",0.498070708072243,0.0202231191686628,TRUE,"None",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","Education.index",0.594231494372053,0.00372119084111234,TRUE,"Education.index",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","Income",0.424688784851954,0.0369292551430229,TRUE,"Income",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","home_value",0.493658093237765,0.0161964069286103,TRUE,"home_value",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","rent",0.486714672304772,0.0197241524609818,TRUE,"rent",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","Poverty_150",0.414616320482429,0.0180232162138905,TRUE,"Poverty_150",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","Unemployed",0.49528285934232,0.0208483009794747,TRUE,"Unemployed",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","Working_class",0.433327704265182,0.0423662935554677,TRUE,"Working_class",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XESFENVALERATE","Combined_SES",0.51224170846485,0.0109473802999616,TRUE,"Education.index, Poverty_150",358,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","NULL",0.858236837308695,0.0205377072197074,TRUE,"None",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","NULL+Pesti2",0.856088839133518,0.0294014113149654,TRUE,"None",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","Education.index",0.793165688346354,0.0248683915409417,TRUE,"Education.index",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","Income",0.726739472185153,0.066021751245282,FALSE,"Income",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","home_value",0.785725713094659,0.0367315130079418,TRUE,"home_value",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","rent",0.768283789429804,0.043202621724201,TRUE,"rent",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","Poverty_150",0.611882399941105,0.104910620152654,FALSE,"Poverty_150",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","Unemployed",0.816677766529298,0.0354437245536523,TRUE,"Unemployed",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","Working_class",0.707424415765748,0.0791581907528727,FALSE,"Working_class",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XFLUMIOXAZIN","Combined_SES",0.767362885302133,0.0267655349051309,TRUE,"Education.index, Unemployed",115,11,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","NULL",0.524075057209766,0.0137888418763351,TRUE,"None",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","NULL+Pesti2",0.536331175801288,0.012170578095177,TRUE,"None",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","Education.index",0.627419554471988,0.00232488303304676,TRUE,"Education.index",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","Income",0.45903247130609,0.0246945450996109,TRUE,"Income",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","home_value",0.527012453520661,0.010340810713426,TRUE,"home_value",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","rent",0.52455917090336,0.0122056674936844,TRUE,"rent",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","Poverty_150",0.433356958125813,0.0126654601860549,TRUE,"Poverty_150",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","Unemployed",0.528701056512048,0.0129131675657715,TRUE,"Unemployed",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","Working_class",0.476040240915564,0.0268455517859201,TRUE,"Working_class",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XGLYPHOSATE","Combined_SES",0.532196613388503,0.00852643866958091,TRUE,"Education.index, Poverty_150",359,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","NULL",0.522419773698258,0.0152056151404367,TRUE,"None",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","NULL+Pesti2",0.546711634500479,0.0131530642967917,TRUE,"None",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","Education.index",0.63800843961641,0.00235376294353605,TRUE,"Education.index",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","Income",0.462007609167095,0.0272815488886591,TRUE,"Income",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","home_value",0.534151592115583,0.0112423192229807,TRUE,"home_value",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","rent",0.529984808256792,0.0133678283385571,TRUE,"rent",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","Poverty_150",0.456424797809364,0.0119881055306056,TRUE,"Poverty_150",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","Unemployed",0.543343774273703,0.0132481995362911,TRUE,"Unemployed",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","Working_class",0.47067652315248,0.0328629400699701,TRUE,"Working_class",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XIMIDACLOPRID","Combined_SES",0.5466196763804,0.00508337187443508,TRUE,"Education.index, Poverty_150",352,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","NULL",0.637288976699503,0.00435669362437561,TRUE,"None",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","NULL+Pesti2",0.665423410026254,0.00229892270508668,TRUE,"None",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","Education.index",0.762467646143732,0.000334140517039732,TRUE,"Education.index",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","Income",0.555888832775165,0.00316321523138558,TRUE,"Income",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","home_value",0.65433184943979,0.00128407276036584,TRUE,"home_value",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","rent",0.639116061823328,0.00200536841557092,TRUE,"rent",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","Poverty_150",0.591142837924446,0.00137222642291041,TRUE,"Poverty_150",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","Unemployed",0.661803652242939,0.00244379576852096,TRUE,"Unemployed",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","Working_class",0.581520486516646,0.00664827049813521,TRUE,"Working_class",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XNICOSULFURON","Combined_SES",0.81006873965321,0.000378275622579015,TRUE,"Education.index, Income, home_value, Poverty_150",296,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","NULL",0.282563532621071,0.365540006115163,FALSE,"None",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","NULL+Pesti2",0.453391716063202,0.193252613475959,FALSE,"None",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","Education.index",0.644343541649018,0.044681135665806,TRUE,"Education.index",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","Income",0.503312155238903,0.14243542242837,FALSE,"Income",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","home_value",0.59876342792637,0.080572070381746,FALSE,"home_value",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","rent",0.511529249456167,0.128346162570069,FALSE,"rent",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","Poverty_150",0.556861772794946,0.0863662027788047,FALSE,"Poverty_150",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","Unemployed",0.462116959890096,0.203321858322368,FALSE,"Unemployed",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","Working_class",0.397504650221391,0.227947072775022,FALSE,"Working_class",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPICLORAM","Combined_SES",0.634317766354441,0.0517561130413472,FALSE,"Education.index, home_value, Poverty_150",230,18,16,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPROPARGITE","NULL",0.214270061056419,0.475590607636658,FALSE,"None",200,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPROPARGITE","NULL+Pesti2",0.383343173774304,0.154699125250307,FALSE,"None",200,18,24,"SC≥10|Top5%"
"XFENBUCONAZOLE","XPROPARGITE","Education.index",0.550962269583184,0.0713097828984026,FALSE,"Education.index",200,18,24,"SC≥10|Top5%"
