"Estimate","Std..Error","z.value","Pr...z..","CI_l","CI_H","study","name"
-0.312182650259196,0.257388750501905,-1.21288381737914,0.225174243536443,-0.838935059872114,0.184649650721779,"EMTAB7036","NO2"
-0.880228454102811,0.305352597031824,-2.88266241276171,0.00394329795311089,-1.52754406881018,-0.315318140859253,"EMTAB7036","Obesity"
0.853734578120784,0.320208161047096,2.66618619378416,0.0076717190777589,0.25811478337206,1.52314053214481,"EMTAB7036","smoking_sm13"
0.938830568420764,0.360169231409784,2.60663734307888,0.00914361459968031,0.301540335980441,1.73796433742878,"EMTAB7036","METOLACHLOR"
-0.810089909896411,0.326880251581659,-2.47824671566015,0.0132029814965162,-1.50408719969308,-0.21167298775698,"EMTAB7036","education"
0.59610377359071,0.264388932435182,2.2546472278557,0.0241554805270949,0.0914803798461138,1.1392920055787,"EMTAB7036","PICLORAM"
0.484656652957867,0.277288827542648,1.74784053599608,0.0804916439411809,-0.038389234780272,1.05851039106157,"EMTAB7036","coffee"
-0.441130965990773,0.265904082751402,-1.65898530562689,0.0971187533556117,-1.03223121469332,0.0531959040482798,"EMTAB7036","Alcohol"
-0.376659213121246,0.253130411948182,-1.48800458318043,0.136749684955276,-0.895586037250713,0.117949940383454,"EMTAB7036","BMI"
-0.320850279851913,0.243926357079862,-1.3153571581724,0.188389896679494,-0.823322765427566,0.167383437782402,"EMTAB7036","dicamba"
-0.336250394612694,0.262835825485602,-1.27931720872318,0.200785375039083,-0.867642379724754,0.172918218142699,"EMTAB7036","MDS"
0.305806284224118,0.266129619619096,1.14908774401665,0.250519801567528,-0.215384874922937,0.83801893235717,"EMTAB7036","ACETOCHLOR"
0.274232928559868,0.254181575942732,1.07888594026836,0.280638577237767,-0.220845022222603,0.78857313129945,"EMTAB7036","AHEI"
0.393617055901057,0.408362906204151,0.963890328727061,0.335100913101853,-0.404136703688604,1.21091774386925,"EMTAB7036","PCB"
-0.190599287866211,0.241211577490759,-0.79017470823312,0.429425744439826,-0.665528139523922,0.304967810238022,"EMTAB7036","smoking"
0.157108744227645,0.259335581128298,0.605812528863597,0.5446392490596,-0.343060235880035,0.680575722283986,"EMTAB7036","MESOTRIONE"
-0.120878627361696,0.286628715676456,-0.421725461374017,0.673225417681161,-0.78972499443348,0.351298881466405,"EMTAB7036","HEPTACHLOR"
