"Estimate","Std. Error","z value","Pr(>|z|)","CI_l","CI_H","study","N","name"
-0.890176178512586,0.431494616110319,-2.06300645541542,0.0391120148557577,-1.83503091439339,-0.116691415321395,"GSE101764",1,"A_2_4_D"
-0.674184256174953,0.360776248205939,-1.86870465982038,0.0616639153608726,-1.44222868659467,-0.000831088777806556,"GSE101764",1,"ATRAZINE"
-0.456005520058175,0.318214564800669,-1.43301272317255,0.151854201338238,-1.12267655430135,0.165499301044417,"GSE101764",1,"NO2"
-0.506699655735536,0.363469241013816,-1.39406474760343,0.163298053336658,-1.28385623582696,0.168056981490246,"GSE101764",1,"pm2_5"
0.405300095134858,0.344286735804631,1.17721670045647,0.239109024570263,-0.245656466293712,1.1272055838065,"GSE101764",1,"PICLORAM"
0.370652655127119,0.324567597909294,1.14198908798871,0.253458555461741,-0.268692473736458,1.03757373046631,"GSE101764",1,"CHLORDANE"
0.39808016037152,0.356187708631952,1.11761341204184,0.2637321380815,-0.277271753713209,1.14378403888679,"GSE101764",1,"AHEI"
-0.369933620884514,0.341646906277419,-1.08279517269835,0.278899348700611,-1.07119319307178,0.294676800696579,"GSE101764",1,"pm10"
0.379363371320075,0.359652200879617,1.05480619996833,0.291513968469571,-0.312097828029127,1.17893003670503,"GSE101764",1,"Alcohol"
-0.334292856848326,0.327579994565701,-1.02049228400387,0.307495046828261,-1.01355371741605,0.316099495678415,"GSE101764",1,"Obesity"
0.313644646886259,0.309179197829252,1.01444291559186,0.310371455176754,-0.310395739011681,0.942628316271344,"GSE101764",1,"DDT"
-0.339717913063545,0.352000639489732,-0.965105954227833,0.334491744944919,-1.07577862977538,0.327115393105352,"GSE101764",1,"MDS"
-0.318904941156457,0.342761556558712,-0.930398800723826,0.352164639283195,-1.0314280383308,0.348674466476156,"GSE101764",1,"BMI"
-0.3238133875456,0.395047565788233,-0.819682022086377,0.412397401336194,-1.18015509666343,0.407877363252154,"GSE101764",1,"HEPTACHLOR"
0.839715355550318,1.08800896509531,0.771790842253545,0.440238316511753,-1.27868604404521,3.1036162912298,"GSE101764",1,"PCB"
-0.220855463069603,0.330984263492229,-0.667268772053835,0.504600469583177,-0.887869892907354,0.431946808482242,"GSE101764",1,"LINDANE"
-0.214242808863318,0.323853776758166,-0.661541795213651,0.508264920415489,-0.877248545852134,0.426624938733768,"GSE101764",1,"METOLACHLOR"
-0.211932007559082,0.339597423685528,-0.624068360881718,0.532582691251624,-0.921998708088483,0.437330208262628,"GSE101764",1,"TOXAPHENE"
0.191561940957185,0.317543854105198,0.603261371557591,0.546334826091845,-0.452227285574786,0.83797269877988,"GSE101764",1,"MESOTRIONE"
-0.162408883551569,0.318869111281103,-0.509327739206433,0.61052251749894,-0.815305186108056,0.482441598966257,"GSE101764",1,"birthweight"
-0.128136227931846,0.329800543869623,-0.388526430030694,0.697626498921396,-0.799575740376798,0.538090978151227,"GSE101764",1,"MALATHION"
0.104879012586998,0.350741108301298,0.299021158640188,0.764923901475152,-0.555580230824829,0.862072312655695,"GSE101764",1,"smoking"
0.0966306785997096,0.337326354889774,0.286460506862219,0.774525437538152,-0.551195640372067,0.804992867867233,"GSE101764",1,"ACETOCHLOR"
0.0515477108785421,0.353453362649356,0.145840205033443,0.884047536177675,-0.645157628520495,0.764216064586252,"GSE101764",1,"pm2_510"
-0.0439106824719555,0.330059734934924,-0.133038592182755,0.894162859611375,-0.722036769711298,0.597090938703341,"GSE101764",1,"dicamba"
-0.0453616831653191,0.344158758672846,-0.131804529224373,0.895138904007357,-0.787997827218962,0.602244127764473,"GSE101764",1,"GLYPHOSATE"
