"Estimate","Std. Error","z value","Pr(>|z|)","CI_l","CI_H","study","N","name"
1.47864612951854,0.72517038851604,2.03903269208824,0.0414467648756325,0.29623756298985,3.24800308495923,"GSE39958",1,"smoking_sm13"
-1.32236874401507,0.704798319640219,-1.87623708395064,0.0606227320048503,-3.04657892797239,-0.161439689064511,"GSE39958",1,"BMI"
-1.13460874752209,0.624246036625241,-1.81756660187374,0.0691304001324431,-2.6113010426602,-0.0822147455109573,"GSE39958",1,"education"
0.937714447583887,0.548497662218456,1.70960518553753,0.0873389061029999,-0.0335914146216222,2.2096288606612,"GSE39958",1,"PICLORAM"
0.978803842764407,0.640260680270796,1.52875832129879,0.126324368217622,-0.0620219715617705,2.63527695858744,"GSE39958",1,"METOLACHLOR"
-0.714608549988561,0.534500828926903,-1.33696434376585,0.18123427595813,-1.96278260126313,0.235183070530836,"GSE39958",1,"MDS"
-0.689598891429689,0.521018771085664,-1.32355863108876,0.185649671996112,-1.89207986994792,0.248610100742526,"GSE39958",1,"dicamba"
0.600755140799916,0.522781116034023,1.14915233617738,0.250493170905318,-0.357515697522266,1.79643718440542,"GSE39958",1,"AHEI"
-0.534978421865897,0.480016352453869,-1.11450041051947,0.265064568440667,-1.56839547717582,0.373602764658206,"GSE39958",1,"Obesity"
-1.09710860753712,1.05563738500594,-1.03928548109439,0.2986719852076,-4.08461043414993,0.643285745618639,"GSE39958",1,"PCB"
-0.581374063703129,0.567273471797845,-1.02485678002991,0.30543077031301,-1.91327623280289,0.424394412003285,"GSE39958",1,"NO2"
-0.403102759097131,0.478630020597169,-0.842201161126908,0.399675363985283,-1.44992446551613,0.50068715439042,"GSE39958",1,"pm2_5"
0.356846247195995,0.478300205122817,0.746071700103839,0.455624103628335,-0.556950132892043,1.40060670714767,"GSE39958",1,"ACETOCHLOR"
-0.355917583657778,0.490853878116048,-0.725098852277237,0.468391388475339,-1.44805819503118,0.575454714380851,"GSE39958",1,"MESOTRIONE"
-0.306178355249079,0.464109729677579,-0.659711132239747,0.509439221428969,-1.29516283443762,0.59159111637918,"GSE39958",1,"pm10"
-0.178995771351321,0.464489965163038,-0.385359824271969,0.69997084399351,-1.13741716818503,0.739349378121964,"GSE39958",1,"Alcohol"
-0.101337603291834,0.503507755233874,-0.201263242201233,0.840492742910659,-1.14853518633475,0.892607397376637,"GSE39958",1,"HEPTACHLOR"
0.0836222080276632,0.451984424777298,0.185011260219565,0.853220203663882,-0.830415121641226,0.997633788658685,"GSE39958",1,"smoking"
-0.0564466606387534,0.453081285542256,-0.124583959743994,0.900852927720066,-0.981245773986152,0.861755080683824,"GSE39958",1,"coffee"
